User ID,Quiz Result ID,Taken On,Score,Question 1 Body,Question 1 Answer,Question 1 Correct
770,16349,2021-03-31 19:35:41 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
771,16497,2021-04-02 19:15:06 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
772,16690,2021-04-09 16:52:29 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
773,16736,2021-04-10 00:43:16 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
776,16983,2021-04-16 21:12:46 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
784,17155,2021-04-26 23:30:20 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
779,17177,2021-04-27 01:46:22 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
779,17180,2021-04-27 01:46:54 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
784,17202,2021-04-27 16:54:49 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
780,17224,2021-04-28 18:26:00 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
787,17248,2021-04-28 20:44:44 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
787,17252,2021-04-28 20:45:09 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
790,17272,2021-04-28 21:30:21 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
786,17294,2021-04-29 19:23:03 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
789,17336,2021-04-30 19:30:02 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
781,17358,2021-05-01 19:31:21 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
783,17380,2021-05-02 21:30:07 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
793,17402,2021-05-05 18:35:27 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
800,17424,2021-05-06 00:38:40 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
795,17446,2021-05-06 17:29:50 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
799,17467,2021-05-07 22:53:18 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
802,17490,2021-05-09 15:20:29 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
803,17514,2021-05-10 16:23:43 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
804,17538,2021-05-11 01:26:46 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
796,17562,2021-05-11 21:28:02 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
807,17592,2021-05-13 19:30:25 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
808,17616,2021-05-14 16:12:18 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
809,17638,2021-05-14 22:56:02 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
811,17660,2021-05-17 16:40:29 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
794,17682,2021-05-20 23:22:37 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
797,17704,2021-05-21 16:24:47 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
816,17726,2021-05-21 21:11:14 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
810,17748,2021-05-22 17:57:09 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
812,17770,2021-05-24 20:25:57 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
817,17792,2021-05-26 15:24:58 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
814,17814,2021-05-27 16:36:21 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
820,17888,2021-05-28 23:52:42 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
821,17910,2021-05-29 16:34:24 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
822,17932,2021-06-03 17:54:10 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
823,17954,2021-06-05 01:29:11 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
825,17976,2021-06-05 22:25:25 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
826,17998,2021-06-07 16:24:29 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
828,18023,2021-06-15 15:26:18 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
813,18046,2021-06-15 18:23:39 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
829,18067,2021-06-15 19:26:32 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
830,18089,2021-06-21 19:22:56 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
808,18111,2021-07-01 15:21:43 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
832,18133,2021-07-01 18:25:12 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
834,18159,2021-07-17 00:28:44 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
833,18181,2021-07-19 19:55:14 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
837,18206,2021-09-14 22:08:05 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
838,18232,2021-09-15 20:30:49 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
839,18262,2021-10-07 17:34:35 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
852,18284,2021-10-15 01:41:48 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
853,18309,2021-10-15 17:47:12 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
853,18315,2021-10-15 17:47:49 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
