User ID,Quiz Result ID,Taken On,Score,Question 1 Body,Question 1 Answer,Question 1 Correct
770,16351,2021-03-31 19:35:53 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
771,16499,2021-04-02 19:15:18 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
772,16692,2021-04-09 16:52:46 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
773,16738,2021-04-10 00:43:30 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
776,16985,2021-04-16 21:12:54 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
784,17157,2021-04-26 23:30:31 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
779,17179,2021-04-27 01:46:44 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
779,17182,2021-04-27 01:47:02 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
784,17204,2021-04-27 16:55:21 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
780,17226,2021-04-28 18:26:15 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
787,17254,2021-04-28 20:45:24 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
790,17274,2021-04-28 21:30:38 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
786,17296,2021-04-29 19:23:13 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
789,17338,2021-04-30 19:30:13 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
781,17360,2021-05-01 19:31:32 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
783,17382,2021-05-02 21:30:35 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
793,17404,2021-05-05 18:35:43 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
800,17426,2021-05-06 00:39:21 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
795,17448,2021-05-06 17:30:15 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
799,17469,2021-05-07 22:53:36 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
802,17492,2021-05-09 15:20:43 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
803,17516,2021-05-10 16:24:03 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
804,17540,2021-05-11 01:26:58 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,(NULL),no
804,17542,2021-05-11 01:27:10 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
796,17564,2021-05-11 21:28:13 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
807,17594,2021-05-13 19:30:49 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
808,17618,2021-05-14 16:12:33 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
809,17640,2021-05-14 22:56:24 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
811,17662,2021-05-17 16:40:41 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
794,17684,2021-05-20 23:22:51 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
797,17706,2021-05-21 16:25:10 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
816,17728,2021-05-21 21:11:35 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
810,17750,2021-05-22 17:57:29 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
812,17772,2021-05-24 20:26:13 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
817,17794,2021-05-26 15:25:12 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
814,17816,2021-05-27 16:36:38 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
820,17890,2021-05-28 23:53:08 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
821,17912,2021-05-29 16:34:44 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
822,17934,2021-06-03 17:54:22 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
823,17956,2021-06-05 01:29:28 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
825,17978,2021-06-05 22:25:39 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
826,18000,2021-06-07 16:24:44 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
828,18025,2021-06-15 15:26:30 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
813,18048,2021-06-15 18:23:59 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
829,18069,2021-06-15 19:26:53 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
830,18091,2021-06-21 19:23:39 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
808,18113,2021-07-01 15:22:11 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
832,18135,2021-07-01 18:25:23 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
834,18161,2021-07-17 00:28:57 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
833,18183,2021-07-19 19:55:31 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
837,18208,2021-09-14 22:08:20 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
837,18210,2021-09-14 22:09:12 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
838,18234,2021-09-15 20:31:01 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
839,18264,2021-10-07 17:34:44 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
852,18286,2021-10-15 01:42:05 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,yes
853,18311,2021-10-15 17:47:23 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
853,18317,2021-10-15 17:48:05 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
869,20139,2022-04-05 21:20:25 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,no
