User ID,Quiz Result ID,Taken On,Score,Question 1 Body,Question 1 Answer,Question 1 Correct
770,16350,2021-03-31 19:35:48 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
771,16498,2021-04-02 19:15:13 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
772,16691,2021-04-09 16:52:35 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
773,16737,2021-04-10 00:43:22 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
776,16984,2021-04-16 21:12:49 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
784,17156,2021-04-26 23:30:25 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
779,17178,2021-04-27 01:46:33 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
779,17181,2021-04-27 01:46:58 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
784,17203,2021-04-27 16:54:54 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
780,17225,2021-04-28 18:26:09 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
787,17253,2021-04-28 20:45:17 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
790,17273,2021-04-28 21:30:29 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
786,17295,2021-04-29 19:23:08 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
789,17337,2021-04-30 19:30:07 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
781,17359,2021-05-01 19:31:28 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
783,17381,2021-05-02 21:30:23 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
793,17403,2021-05-05 18:35:35 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
800,17425,2021-05-06 00:38:47 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
795,17447,2021-05-06 17:29:54 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
799,17468,2021-05-07 22:53:26 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
802,17491,2021-05-09 15:20:36 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
803,17515,2021-05-10 16:23:54 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
804,17539,2021-05-11 01:26:52 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
804,17541,2021-05-11 01:27:03 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
796,17563,2021-05-11 21:28:08 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
807,17593,2021-05-13 19:30:34 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
808,17617,2021-05-14 16:12:26 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
809,17639,2021-05-14 22:56:14 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
811,17661,2021-05-17 16:40:37 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
794,17683,2021-05-20 23:22:45 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
797,17705,2021-05-21 16:24:53 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
816,17727,2021-05-21 21:11:23 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
810,17749,2021-05-22 17:57:16 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
812,17771,2021-05-24 20:26:05 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
817,17793,2021-05-26 15:25:04 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
814,17815,2021-05-27 16:36:29 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
820,17889,2021-05-28 23:52:54 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
821,17911,2021-05-29 16:34:35 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
822,17933,2021-06-03 17:54:15 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
823,17955,2021-06-05 01:29:20 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
825,17977,2021-06-05 22:25:33 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
826,17999,2021-06-07 16:24:37 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
828,18024,2021-06-15 15:26:25 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
813,18047,2021-06-15 18:23:48 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
829,18068,2021-06-15 19:26:38 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
830,18090,2021-06-21 19:23:14 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
808,18112,2021-07-01 15:21:59 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
832,18134,2021-07-01 18:25:17 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
834,18160,2021-07-17 00:28:51 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
833,18182,2021-07-19 19:55:23 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
837,18207,2021-09-14 22:08:10 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
838,18233,2021-09-15 20:30:55 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
839,18263,2021-10-07 17:34:40 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
852,18285,2021-10-15 01:41:53 UTC,0.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,No,no
853,18310,2021-10-15 17:47:18 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
853,18316,2021-10-15 17:48:00 UTC,1.0,Does the Ben Franklin Radar system's schematic contain the component on the screen?,Yes,yes
