User ID,Quiz Result ID,Taken On,Score,Question 1 Body,Question 1 Answer,Question 1 Correct
770,16338,2021-03-31 19:33:40 UTC,0.0,What is the name of yellow circled component?,Low Circuit Unit,no
771,16486,2021-04-02 19:13:17 UTC,1.0,What is the name of yellow circled component?,Duplexer bypass,yes
772,16679,2021-04-09 16:50:10 UTC,0.0,What is the name of yellow circled component?,Duplex Bypass,no
773,16725,2021-04-10 00:40:54 UTC,1.0,What is the name of yellow circled component?,duplexer bypass,yes
776,16970,2021-04-16 21:11:02 UTC,0.0,What is the name of yellow circled component?,"",no
784,17144,2021-04-26 23:27:16 UTC,0.0,What is the name of yellow circled component?,Bypass Duplexer,no
779,17166,2021-04-27 01:43:58 UTC,0.0,What is the name of yellow circled component?,"",no
784,17191,2021-04-27 16:50:54 UTC,1.0,What is the name of yellow circled component?,duplexer bypass,yes
780,17213,2021-04-28 18:23:49 UTC,0.0,What is the name of yellow circled component?,circut genorator,no
787,17237,2021-04-28 20:41:41 UTC,0.0,What is the name of yellow circled component?,the thing to eat pie apple cherry blueberry,no
790,17261,2021-04-28 21:26:51 UTC,0.0,What is the name of yellow circled component?,Receiver Antennae,no
786,17283,2021-04-29 19:21:28 UTC,0.0,What is the name of yellow circled component?,transmitted,no
789,17325,2021-04-30 19:26:40 UTC,0.0,What is the name of yellow circled component?,"",no
781,17347,2021-05-01 19:28:17 UTC,0.0,What is the name of yellow circled component?,Duplex Bypass,no
783,17369,2021-05-02 21:26:56 UTC,0.0,What is the name of yellow circled component?,Duplex,no
793,17391,2021-05-05 18:32:06 UTC,1.0,What is the name of yellow circled component?,Duplexer bypass,yes
800,17413,2021-05-06 00:35:53 UTC,1.0,What is the name of yellow circled component?,Duplexer Bypass,yes
795,17435,2021-05-06 17:27:17 UTC,0.0,What is the name of yellow circled component?,"",no
799,17456,2021-05-07 22:50:01 UTC,0.0,What is the name of yellow circled component?,Tracker Antenna,no
802,17479,2021-05-09 15:16:32 UTC,0.0,What is the name of yellow circled component?,"",no
803,17501,2021-05-10 16:19:24 UTC,0.0,What is the name of yellow circled component?,Du   Bypass,no
804,17525,2021-05-11 01:24:20 UTC,0.0,What is the name of yellow circled component?,dupex bypass,no
796,17551,2021-05-11 21:25:27 UTC,1.0,What is the name of yellow circled component?,Duplexer Bypass,yes
807,17577,2021-05-13 19:24:41 UTC,0.0,What is the name of yellow circled component?,___ Bypass,no
807,17585,2021-05-13 19:29:00 UTC,0.0,What is the name of yellow circled component?,"",no
808,17605,2021-05-14 16:09:27 UTC,1.0,What is the name of yellow circled component?,Duplexer Bypass,yes
809,17627,2021-05-14 22:54:22 UTC,0.0,What is the name of yellow circled component?,bypass,no
811,17649,2021-05-17 16:34:04 UTC,0.0,What is the name of yellow circled component?,NA,no
794,17671,2021-05-20 23:20:26 UTC,0.0,What is the name of yellow circled component?,duplexer passes,no
797,17693,2021-05-21 16:22:52 UTC,0.0,What is the name of yellow circled component?,duplex bypass,no
816,17715,2021-05-21 21:02:37 UTC,0.0,What is the name of yellow circled component?,Defluxer Bypass,no
810,17737,2021-05-22 17:54:42 UTC,0.0,What is the name of yellow circled component?,"",no
812,17759,2021-05-24 20:23:27 UTC,0.0,What is the name of yellow circled component?,deflector,no
817,17781,2021-05-26 15:22:54 UTC,0.0,What is the name of yellow circled component?,duplex receiver,no
814,17803,2021-05-27 16:33:36 UTC,0.0,What is the name of yellow circled component?,Bypass,no
820,17869,2021-05-28 23:47:11 UTC,0.0,What is the name of yellow circled component?,reciever guide,no
821,17899,2021-05-29 16:31:28 UTC,0.0,What is the name of yellow circled component?,Duplex Bypass,no
822,17921,2021-06-03 17:51:46 UTC,0.0,What is the name of yellow circled component?,Bypass,no
823,17943,2021-06-05 01:26:03 UTC,0.0,What is the name of yellow circled component?,"",no
825,17965,2021-06-05 22:23:40 UTC,0.0,What is the name of yellow circled component?,"",no
826,17987,2021-06-07 16:20:56 UTC,0.0,What is the name of yellow circled component?,Duplex Bypass Reciever,no
828,18010,2021-06-15 15:23:38 UTC,0.0,What is the name of yellow circled component?,N/A,no
813,18034,2021-06-15 18:19:19 UTC,0.0,What is the name of yellow circled component?,Dulpexer Bypass,no
829,18056,2021-06-15 19:24:10 UTC,0.0,What is the name of yellow circled component?,general,no
830,18078,2021-06-21 19:19:28 UTC,0.0,What is the name of yellow circled component?,Duplexer,no
808,18100,2021-07-01 15:18:11 UTC,0.0,What is the name of yellow circled component?,Duplexor Bypass,no
832,18122,2021-07-01 18:23:49 UTC,0.0,What is the name of yellow circled component?,"",no
834,18145,2021-07-17 00:24:40 UTC,1.0,What is the name of yellow circled component?,Duplexer Bypass,yes
833,18170,2021-07-19 19:52:40 UTC,0.0,What is the name of yellow circled component?,"",no
837,18193,2021-09-14 22:04:52 UTC,0.0,What is the name of yellow circled component?,"",no
838,18219,2021-09-15 20:27:35 UTC,0.0,What is the name of yellow circled component?,Duplexer,no
838,18221,2021-09-15 20:28:03 UTC,1.0,What is the name of yellow circled component?,Duplexer Bypass,yes
839,18251,2021-10-07 17:32:20 UTC,0.0,What is the name of yellow circled component?,"",no
852,18273,2021-10-15 01:39:35 UTC,0.0,What is the name of yellow circled component?,Receiving Antenna,no
853,18295,2021-10-15 17:43:11 UTC,0.0,What is the name of yellow circled component?,"",no
869,20138,2022-04-05 21:20:16 UTC,0.0,What is the name of yellow circled component?,sdfh,no
